MOVIE,DIRECTOR,ACTOR,GENRE
The Hunted,William Friedkin,"Tommy Lee Jones, Benicio Del Toro, Connie Nielsen, Leslie Stefanson","Action, Crime, Drama"
Jimmy Neutron: Boy Genius,John A. Davis,"Debi Derryberry, Rob Paulsen, Megan Cavanagh, Mark DeCarlo","Animation, Action, Adventure"
A Man Apart,F. Gary Gray,"Vin Diesel, Timothy Olyphant, Larenz Tate, Geno Silva","Action, Crime, Drama"
S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J","Action, Adventure, Crime"
Shaft,John Singleton,"Samuel L. Jackson, Vanessa Williams, Christian Bale, Jeffrey Wright","Action, Crime, Thriller"
Wrongfully Accused,Pat Proft,"Leslie Nielsen, Richard Crenna, Kelly LeBrock, Melinda McGraw","Action, Comedy, Thriller"
The Big Hit,Kirk Wong,"Mark Wahlberg, Lou Diamond Phillips, Christina Applegate, Avery Brooks","Action, Comedy, Crime"
Soldier,Paul W.S. Anderson,"Kurt Russell, Jason Scott Lee, Jason Isaacs, Connie Nielsen","Action, Drama, Sci-Fi"
The Peacemaker,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev","Action, Thriller"
G.I. Jane,Ridley Scott,"Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe","Action, Drama, War"
Dante's Peak,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith, Jeremy Foley","Action, Adventure, Thriller"
First Knight,Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross","Action, Adventure, Drama"
The Shadow,Russell Mulcahy,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle","Action, Adventure, Crime"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden","Action, Adventure, Comedy"
Bird on a Wire,John Badham,"Mel Gibson, Goldie Hawn, David Carradine, Bill Duke","Action, Comedy"
K-9,Rod Daniel,"Jim Belushi, Mel Harris, Kevin Tighe, Ed O'Neill","Action, Comedy, Crime"
Above the Law,Andrew Davis,"Steven Seagal, Pam Grier, Henry Silva, Ron Dean","Action, Crime, Drama"
Firestarter,Mark L. Lester,"Drew Barrymore, David Keith, Freddie Jones, Heather Locklear","Action, Horror, Sci-Fi"
Beneath the Planet of the Apes,Ted Post,"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison","Action, Adventure, Sci-Fi"
Liu lang di qiu,Frant Gwo,"Jing Wu, Chuxiao Qu, Guangjie Li, Man-Tat Ng","Action, Adventure, Sci-Fi"
Venom: Let There Be Carnage,Andy Serkis,"Tom Hardy, Woody Harrelson, Michelle Williams, Naomie Harris","Action, Adventure, Sci-Fi"
Tiger Zinda Hai,Ali Abbas Zafar,"Salman Khan, Katrina Kaif, Anupriya Goenka, Paresh Rawal","Action, Adventure, Thriller"
Braven,Lin Oeding,"Jason Momoa, Garret Dillahunt, Jill Wagner, Stephen Lang","Action, Thriller"
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,"Megan Fox, Will Arnett, Tyler Perry, Laura Linney","Action, Adventure, Comedy"
Power Rangers,Dean Israelite,"Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin","Action, Adventure, Fantasy"
London Has Fallen,Babak Najafi,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett","Action, Thriller"
Ride Along 2,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt","Action, Comedy, Crime"
Keeping Up with the Joneses,Greg Mottola,"Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot","Action, Comedy"
The Great Wall,Yimou Zhang,"Matt Damon, Tian Jing, Willem Dafoe, Andy Lau","Action, Adventure, Fantasy"
Gone,Heitor Dhalia,"Amanda Seyfried, Jennifer Carpenter, Wes Bentley, Daniel Sunjata","Action, Adventure, Mystery"
The Double,Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan","Action, Crime, Drama"
The Last Witch Hunter,Breck Eisner,"Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson","Action, Adventure, Fantasy"
Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,"Benjamin Walker, Rufus Sewell, Dominic Cooper, Anthony Mackie","Action, Fantasy, Horror"
Kidnap,Luis Prieto,"Halle Berry, Sage Correa, Chris McGinn, Lew Temple","Action, Crime, Thriller"
Suicide Squad,David Ayer,"Will Smith, Jared Leto, Margot Robbie, Viola Davis","Action, Adventure, Fantasy"
Star Wars: The Clone Wars,Dave Filoni,"Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein","Animation, Action, Adventure"
Transformers: Revenge of the Fallen,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson","Action, Adventure, Sci-Fi"
Iron Sky,Timo Vuorensola,"Julia Dietze, Christopher Kirby, Götz Otto, Udo Kier","Action, Adventure, Comedy"
Fatman,"Eshom Nelms, Ian Nelms","Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield","Action, Adventure, Comedy"
Sanctum,Alister Grierson,"Rhys Wakefield, Allison Cratchley, Christopher James Baker, Richard Roxburgh","Action, Adventure, Drama"
Red Tails,Anthony Hemingway,"Cuba Gooding Jr., Gerald McRaney, David Oyelowo, Andre Royo","Action, Drama, History"
Doomsday,Neil Marshall,"Rhona Mitra, Bob Hoskins, Alexander Siddig, Caryn Peterson","Action, Sci-Fi, Thriller"
Punisher: War Zone,Lexi Alexander,"Ray Stevenson, Dominic West, Julie Benz, Doug Hutchison","Action, Crime, Drama"
Domino,Tony Scott,"Keira Knightley, Mickey Rourke, Edgar Ramírez, Rizz Abbasi","Action, Biography, Crime"
The Legend of Zorro,Martin Campbell,"Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Alberto Reyes","Action, Adventure, Romance"
Into the Blue,John Stockwell,"Paul Walker, Jessica Alba, Scott Caan, Ashley Scott","Action, Adventure, Crime"
The Brothers Grimm,Terry Gilliam,"Matt Damon, Heath Ledger, Monica Bellucci, Petr Ratimec","Action, Adventure, Comedy"
2 Fast 2 Furious,John Singleton,"Paul Walker, Tyrese Gibson, Cole Hauser, Eva Mendes","Action, Crime, Thriller"
Undercover Brother,Malcolm D. Lee,"Eddie Griffin, Denise Richards, Aunjanue Ellis, Chris Kattan","Action, Comedy"
The Time Machine,Simon Wells,"Guy Pearce, Yancey Arias, Mark Addy, Phyllida Law","Action, Adventure, Sci-Fi"
The One,James Wong,"Jet Li, Carla Gugino, Delroy Lindo, Jason Statham","Action, Sci-Fi, Thriller"
3000 Miles to Graceland,Demian Lichtenstein,"Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater","Action, Comedy, Crime"
The 6th Day,Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker","Action, Mystery, Sci-Fi"
Vertical Limit,Martin Campbell,"Scott Glenn, Chris O'Donnell, Bill Paxton, Robin Tunney","Action, Adventure, Drama"
Jurassic Park III,Joe Johnston,"Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola","Action, Adventure, Sci-Fi"
Deep Blue Sea,Renny Harlin,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie","Action, Adventure, Sci-Fi"
Six Days Seven Nights,Ivan Reitman,"Harrison Ford, Anne Heche, David Schwimmer, Jacqueline Obradors","Action, Adventure, Comedy"
Hard Rain,Mikael Salomon,"Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver","Action, Crime, Drama"
The Fan,Tony Scott,"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo","Action, Drama, Sport"
Daylight,Rob Cohen,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya","Action, Adventure, Drama"
The Net,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker","Action, Crime, Drama"
Timecop,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill","Action, Crime, Sci-Fi"
Fortress,Stuart Gordon,"Christopher Lambert, Loryn Locklin, Kurtwood Smith, Clifton Collins Jr.","Action, Crime, Sci-Fi"
Passenger 57,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher","Action, Crime, Thriller"
The Rookie,Clint Eastwood,"Clint Eastwood, Charlie Sheen, Raul Julia, Sonia Braga","Action, Crime, Drama"
Men at Work,Emilio Estevez,"Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David","Action, Comedy, Crime"
Another 48 Hrs.,Walter Hill,"Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe","Action, Comedy, Crime"
The Golden Child,Michael Ritchie,"Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis","Action, Adventure, Comedy"
Conan the Destroyer,Richard Fleischer,"Arnold Schwarzenegger, Grace Jones, Olivia d'Abo, Wilt Chamberlain","Action, Adventure, Fantasy"
Firefox,Clint Eastwood,"Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke","Action, Adventure, Thriller"
The Black Hole,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms","Action, Sci-Fi"
Samrat Prithviraj,Chandra Prakash Dwivedi,"Akshay Kumar, Sanjay Dutt, Manav Vij, Sakshi Tanwar","Action, Drama, History"
Underwater,William Eubank,"Kristen Stewart, Vincent Cassel, Mamoudou Athie, T.J. Miller","Action, Horror, Sci-Fi"
Skyscraper,Rawson Marshall Thurber,"Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller","Action, Adventure, Thriller"
Morgan,Luke Scott,"Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare","Action, Horror, Sci-Fi"
Extinction,Ben Young,"Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay","Action, Drama, Sci-Fi"
The Gunman,Pierre Morel,"Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem","Action, Adventure, Crime"
Into the Storm,Steven Quale,"Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon","Action, Adventure, Drama"
Noah,Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson","Action, Adventure, Drama"
The Mortal Instruments: City of Bones,Harald Zwart,"Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West","Action, Adventure, Fantasy"
The Host,Andrew Niccol,"Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger","Action, Adventure, Drama"
Haywire,Steven Soderbergh,"Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano","Action, Drama, Thriller"
Battleship,Peter Berg,"Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna","Action, Adventure, Sci-Fi"
Pride and Prejudice and Zombies,Burr Steers,"Lily James, Sam Riley, Jack Huston, Bella Heathcote","Action, Comedy, Fantasy"
Oldboy,Spike Lee,"Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley","Action, Drama, Mystery"
Teenage Mutant Ninja Turtles,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher","Action, Adventure, Comedy"
Resident Evil: Afterlife,Paul W.S. Anderson,"Milla Jovovich, Ali Larter, Wentworth Miller, Kim Coates","Action, Horror, Sci-Fi"
2012,Roland Emmerich,"John Cusack, Thandiwe Newton, Chiwetel Ejiofor, Amanda Peet","Action, Adventure, Sci-Fi"
The Man from Toronto,Patrick Hughes,"Kevin Hart, Woody Harrelson, Jasmine Mathews, Kaley Cuoco","Action, Adventure, Comedy"
Saw V,David Hackl,"Scott Patterson, Costas Mandylor, Tobin Bell, Betsy Russell","Action, Crime, Horror"
Straw Dogs,Rod Lurie,"James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods","Action, Drama, Thriller"
The Green Hornet,Michel Gondry,"Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz","Action, Comedy, Crime"
Clash of the Titans,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng","Action, Adventure, Fantasy"
Without Remorse,Stefano Sollima,"Michael B. Jordan, Jodie Turner-Smith, Jamie Bell, Guy Pearce","Action, Thriller, War"
Wild Hogs,Walt Becker,"Tim Allen, Martin Lawrence, John Travolta, William H. Macy","Action, Adventure, Comedy"
Cirque du Freak: The Vampire's Assistant,Paul Weitz,"Chris Massoglia, John C. Reilly, Salma Hayek, Josh Hutcherson","Action, Adventure, Fantasy"
Firewall,Richard Loncraine,"Harrison Ford, Virginia Madsen, Paul Bettany, Carly Schroeder","Action, Crime, Thriller"
Journey to the Center of the Earth,Eric Brevig,"Brendan Fraser, Josh Hutcherson, Anita Briem, Seth Meyers","Action, Adventure, Family"
Blade: Trinity,David S. Goyer,"Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds","Action, Horror, Sci-Fi"
Around the World in 80 Days,Frank Coraci,"Jackie Chan, Steve Coogan, Jim Broadbent, Kathy Bates","Action, Adventure, Comedy"
The League of Extraordinary Gentlemen,Stephen Norrington,"Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng","Action, Adventure, Fantasy"
Cradle 2 the Grave,Andrzej Bartkowiak,"Jet Li, DMX, Mark Dacascos, Anthony Anderson","Action, Crime, Drama"
Taxi 3,Gérard Krawczyk,"Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Bai Ling","Action, Comedy, Crime"
xXx,Rob Cohen,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson","Action, Adventure, Thriller"
Reindeer Games,John Frankenheimer,"Ben Affleck, Gary Sinise, Charlize Theron, James Frain","Action, Adventure, Crime"
Hollow Man,Paul Verhoeven,"Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens","Action, Horror, Sci-Fi"
End of Days,Peter Hyams,"Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak","Action, Fantasy, Horror"
Bulletproof,Ernest R. Dickerson,"Damon Wayans, Adam Sandler, James Caan, Jeep Swenson","Action, Comedy, Crime"
Sudden Death,Peter Hyams,"Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright","Action, Crime, Thriller"
Species,Roger Donaldson,"Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina","Action, Horror, Sci-Fi"
Mortal Kombat,Paul W.S. Anderson,"Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa","Action, Adventure, Fantasy"
Striking Distance,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore","Action, Crime, Mystery"
RoboCop 2,Irvin Kershner,"Peter Weller, Nancy Allen, Belinda Bauer, Dan O'Herlihy","Action, Crime, Sci-Fi"
Hard to Kill,Bruce Malmuth,"Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin","Action, Crime, Drama"
Air America,Roger Spottiswoode,"Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins","Action, Comedy, War"
Rambo III,Peter MacDonald,"Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith","Action, Adventure, Thriller"
Over the Top,Menahem Golan,"Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt","Action, Drama, Sport"
Cobra,George P. Cosmatos,"Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson","Action, Crime, Thriller"
1941,Steven Spielberg,"John Belushi, Dan Aykroyd, Treat Williams, Nancy Allen","Action, Comedy, War"
Escape Room: Tournament of Champions,Adam Robitel,"Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel","Action, Adventure, Horror"
Jurassic World Dominion,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill","Action, Adventure, Sci-Fi"
Dark Phoenix,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult","Action, Adventure, Sci-Fi"
Samaritan,Julius Avery,"Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco","Action, Drama, Fantasy"
Close,Vicky Jewson,"Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse","Action, Drama, Thriller"
The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn","Action, Adventure, Comedy"
Mulan,Niki Caro,"Liu Yifei, Donnie Yen, Gong Li, Jet Li","Action, Adventure, Drama"
The Darkest Minds,Jennifer Yuh Nelson,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson","Action, Adventure, Drama"
Underworld: Blood Wars,Anna Foerster,"Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver","Action, Adventure, Fantasy"
Mechanic: Resurrection,Dennis Gansel,"Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh","Action, Adventure, Crime"
Allegiant,Robert Schwentke,"Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts","Action, Adventure, Mystery"
Pan,Joe Wright,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara","Action, Adventure, Comedy"
Hitman: Agent 47,Aleksander Bach,"Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds","Action, Crime, Thriller"
Ben-Hur,Timur Bekmambetov,"Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi","Action, Drama, Romance"
Cooties,"Jonathan Milott, Cary Murnion","Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer","Action, Comedy, Horror"
Chaos Walking,Doug Liman,"Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo","Action, Adventure, Fantasy"
Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams","Action, Crime, Drama"
Wrath of the Titans,Jonathan Liebesman,"Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes","Action, Adventure, Fantasy"
Bloodshot,Dave Wilson,"Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell","Action, Adventure, Sci-Fi"
Only God Forgives,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown","Action, Crime, Drama"
G.I. Joe: Retaliation,Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun","Action, Adventure, Sci-Fi"
The Three Musketeers,Paul W.S. Anderson,"Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich","Action, Adventure, Fantasy"
Journey 2: The Mysterious Island,Brad Peyton,"Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán","Action, Adventure, Comedy"
Bullet to the Head,Walter Hill,"Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang","Action, Crime, Thriller"
Battle: Los Angeles,Jonathan Liebesman,"Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez","Action, Adventure, Sci-Fi"
The Matrix Resurrections,Lana Wachowski,"Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff","Action, Sci-Fi"
Race to Witch Mountain,Andy Fickman,"Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig","Action, Adventure, Family"
G.I. Joe: The Rise of Cobra,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje","Action, Adventure, Sci-Fi"
Gamer,"Mark Neveldine, Brian Taylor","Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta","Action, Sci-Fi, Thriller"
Gemini Man,Ang Lee,"Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong","Action, Adventure, Sci-Fi"
Army of the Dead,Zack Snyder,"Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick","Action, Crime, Horror"
Armored,Nimród Antal,"Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno","Action, Crime, Thriller"
Priest,Scott Stewart,"Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban","Action, Fantasy, Horror"
Drillbit Taylor,Steven Brill,"Owen Wilson, Josh Peck, Alex Frost, Nate Hartley","Action, Comedy, Crime"
Fool's Gold,Andy Tennant,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena","Action, Adventure, Comedy"
Bandidas,"Joachim Rønning, Espen Sandberg","Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam","Action, Comedy, Crime"
Poseidon,Wolfgang Petersen,"Richard Dreyfuss, Kurt Russell, Emmy Rossum, Josh Lucas","Action, Adventure, Thriller"
Freddy vs. Jason,Ronny Yu,"Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena","Action, Horror"
Red Planet,Antony Hoffman,"Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt","Action, Sci-Fi, Thriller"
The Art of War,Christian Duguay,"Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer","Action, Adventure, Crime"
Lara Croft: Tomb Raider,Simon West,"Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor","Action, Adventure, Fantasy"
Lake Placid,Steve Miner,"Bridget Fonda, Bill Pullman, Oliver Platt, Brendan Gleeson","Action, Comedy, Horror"
Planet of the Apes,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan","Action, Adventure, Sci-Fi"
Mighty Joe Young,Ron Underwood,"Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth","Action, Adventure, Family"
Fantastic Four,Tim Story,"Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba","Action, Adventure, Fantasy"
Escape from L.A.,John Carpenter,"Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer","Action, Adventure, Sci-Fi"
Money Train,Joseph Ruben,"Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake","Action, Comedy, Crime"
Cutthroat Island,Renny Harlin,"Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin","Action, Adventure, Comedy"
Hudson Hawk,Michael Lehmann,"Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn","Action, Adventure, Comedy"
Crocodile Dundee II,John Cornell,"Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo","Action, Adventure, Comedy"
Jay and Silent Bob Reboot,Kevin Smith,"Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader","Action, Adventure, Comedy"
Brahmastra Part One: Shiva,Ayan Mukerji,"Shah Rukh Khan, Deepika Padukone, Amitabh Bachchan, Alia Bhatt","Action, Adventure, Fantasy"
